commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
784e3b41239,skip,Untopiced,"Revert ""Change numeric_debug_handle to store per-node id (#129811)""",test/quantization/pt2e/test_generate_numeric_debug_handle.py torch/ao/quantization/__init__.py torch/ao/quantization/fx/convert.py torch/ao/quantization/pt2e/generate_numeric_debug_handle.py torch/ao/quantization/pt2e/prepare.py,,,,,,
8ff243bcf19,skip,not user facing,Change depreacate warning on dispatch_on_subclass to warn once (#130047),torch/csrc/utils/python_arg_parser.cpp,https://github.com/pytorch/pytorch/pull/130047,wz337,XilunWu,,,
3d56673b240,skip,not user facing,"[Split Build][BE] remove extraneous .py, .a, and .so files (#130053)",setup.py,https://github.com/pytorch/pytorch/pull/130053,PaliC,atalman,,,
faebaef0892,releng,not user facing,[EZ] Fix typo in upload stats OIDC rolename (#130168),.github/workflows/upload-test-stats.yml .github/workflows/upload-torch-dynamo-perf-stats.yml,https://github.com/pytorch/pytorch/pull/130168,huydhn,atalman,kit1980,malfet,
739fc01ac91,distributed,bug fixes,[NCCL] Make sure current device is correct in `torch.distributed.barrier()`'s `streamSynchronize` (#129908),torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp,https://github.com/pytorch/pytorch/pull/129908,eqy,kwen2501,,,
18e75c098b2,releng,not user facing,[DCP] Adds Checkpointing Team (dcp) to merge rules (#129582),.github/merge_rules.yaml,https://github.com/pytorch/pytorch/pull/129582,LucasLLC,fegin,,,
df504522795,skip,not user facing,Pin optree==0.11.0 on windows CI (#130155),setup.py,https://github.com/pytorch/pytorch/pull/130155,clee2000,atalman,huydhn,,
6fc771d19b1,skip,Untopiced,"Revert ""Change depreacate warning on dispatch_on_subclass to warn once (#130047)""",torch/csrc/utils/python_arg_parser.cpp,,,,,,
d1d0a7080fb,nn_frontend,not user facing,[torchgen] reference generated comment to actual location of the generator and template (#130020),tools/pyi/gen_pyi.py torch/_C/_nn.pyi.in torch/_C/return_types.pyi.in torch/nn/functional.pyi.in torchgen/utils.py,https://github.com/pytorch/pytorch/pull/130020,XuehaiPan,ezyang,,,
126796d2395,distributed,not user facing,[c10d] fixing an UT after a change in eager mode new group (#130167),test/distributed/test_c10d_nccl.py,https://github.com/pytorch/pytorch/pull/130167,shuqiangzhang,wconstab,,,
e5841bb8d5a,skip,not user facing,[3/N] Enforce unused-function and unused-variable checks (#130084),cmake/public/utils.cmake,https://github.com/pytorch/pytorch/pull/130084,cyyever,ezyang,,,
0fcbca9adbe,skip,not user facing,[pt2-bench] use eval mode for vision_maskrcnn (#130163),benchmarks/dynamo/torchbench.py,https://github.com/pytorch/pytorch/pull/130163,shunting314,jansel,,,
c5ede865c4e,skip,not user facing,[pt2-bench] raise tolerance for squeezenet1_1 (#130165),benchmarks/dynamo/torchbench.yaml,https://github.com/pytorch/pytorch/pull/130165,shunting314,jansel,,,
1927c406844,skip,Untopiced,Fix the SDPA AOT export issue (#130164),torch/_subclasses/functional_tensor.py,https://github.com/pytorch/pytorch/pull/130164,sijiac,zou3519,,,
a1a2023eb86,distributed,Untopiced,"Back out ""Pass device to is_pinned call inside TensorProperties.create_from_tensor"" (#129972)",test/distributed/checkpoint/test_utils.py torch/distributed/_shard/sharded_tensor/metadata.py torch/distributed/checkpoint/metadata.py,https://github.com/pytorch/pytorch/pull/129972,daulet-askarov,LucasLLC,,,
bd0252fb98f,dynamo,not user facing,[dynamo][user-defined] Support method descriptors (#130159),test/dynamo/test_misc.py test/dynamo_expected_failures/TestDistributionShapes.test_mixture_same_family_shape test/dynamo_expected_failures/TestFunctors.test_cat_transform test/dynamo_expected_failures/TestFunctors.test_cat_transform_non_uniform torch/_dynamo/variables/user_defined.py,https://github.com/pytorch/pytorch/pull/130159,anijain2305,jansel,,,
7c43f59a456,skip,not user facing,[audio hash update] update the pinned audio hash (#129429),.github/ci_commit_pins/audio.txt,https://github.com/pytorch/pytorch/pull/129429,pytorchupdatebot,pytorchbot,,,
0267b2ddcb5,skip,Untopiced,[runtime asserts] deduplicate runtime asserts & CSE (#128599),test/dynamo/test_export.py test/dynamo/test_higher_order_ops.py test/dynamo/test_logging.py test/dynamo/test_misc.py test/dynamo/test_repros.py test/dynamo/test_subgraphs.py test/export/test_export.py test/export/test_passes.py test/onnx/onnx_test_common.py test/onnx/test_fx_to_onnx_with_onnxruntime.py torch/_export/serde/serialize.py torch/export/_trace.py torch/export/exported_program.py torch/export/unflatten.py torch/fx/passes/runtime_assert.py torch/onnx/_internal/exporter.py torch/utils/_sympy/interp.py torch/utils/_sympy/reference.py,https://github.com/pytorch/pytorch/pull/128599,pianpwk,ezyang,,,
c5110f63887,inductor,Untopiced,[halide-backend] Use 0D scalar inputs/outputs (#130129),test/inductor/test_torchinductor.py torch/_inductor/codegen/halide.py,https://github.com/pytorch/pytorch/pull/130129,jansel,shunting314,,,
acd03ca2d92,inductor,Untopiced,[halide-backend] Support scan kernels (#129035),test/inductor/test_halide.py test/inductor/test_torchinductor.py torch/_inductor/codegen/halide.py torch/_inductor/config.py torch/_inductor/ops_handler.py,https://github.com/pytorch/pytorch/pull/129035,jansel,eellison,shunting314,,
10c831567b3,inductor,not user facing,Make sympify'ing SymInt/etc produce their sympy expression (#130166),test/test_dynamic_shapes.py torch/__init__.py torch/_inductor/utils.py,https://github.com/pytorch/pytorch/pull/130166,ezyang,yf225,,,
bf609630aed,inductor,not user facing,Fix a bunch of stride issues with FlexAttention (#130160),test/inductor/test_flex_attention.py torch/_higher_order_ops/flex_attention.py torch/_inductor/kernel/flex_attention.py torch/_inductor/select_algorithm.py,https://github.com/pytorch/pytorch/pull/130160,Chillee,yanboliang,,,
e019540c9ec,skip,Untopiced,"Revert ""Fix the SDPA AOT export issue (#130164)""",torch/_subclasses/functional_tensor.py,,,,,,
aa4899eee96,profiler,bug fixes,[CCA][Memory Snapshot] Fix race on alloc_trace vector - S430480 (#130180),c10/cuda/CUDACachingAllocator.cpp,https://github.com/pytorch/pytorch/pull/130180,aaronenyeshi,eqy,kit1980,,
963f430d13e,skip,Untopiced,"Revert ""[runtime asserts] deduplicate runtime asserts & CSE (#128599)""",test/dynamo/test_export.py test/dynamo/test_higher_order_ops.py test/dynamo/test_logging.py test/dynamo/test_misc.py test/dynamo/test_repros.py test/dynamo/test_subgraphs.py test/export/test_export.py test/export/test_passes.py test/onnx/onnx_test_common.py test/onnx/test_fx_to_onnx_with_onnxruntime.py torch/_export/serde/serialize.py torch/export/_trace.py torch/export/exported_program.py torch/export/unflatten.py torch/fx/passes/runtime_assert.py torch/onnx/_internal/exporter.py torch/utils/_sympy/interp.py torch/utils/_sympy/reference.py,,,,,,
da66e50e6e5,skip,not user facing,Added compile option to create_block_mask (#130106),benchmarks/transformer/score_mod.py test/inductor/test_flex_attention.py torch/_higher_order_ops/flex_attention.py torch/nn/attention/_flex_attention.py torch/testing/_internal/hop_db.py,https://github.com/pytorch/pytorch/pull/130106,Chillee,yanboliang,,,
520a4642bf5,releng,not user facing,[CI] Enable build with asserts (#129924),.ci/pytorch/build.sh .ci/pytorch/test.sh aten/src/ATen/cuda/EmptyTensor.cpp aten/src/ATen/native/transformers/attention.cpp test/inductor/test_torchinductor_dynamic_shapes.py tools/autograd/gen_variable_type.py torch/CMakeLists.txt torch/csrc/autograd/autograd_not_implemented_fallback.cpp,https://github.com/pytorch/pytorch/pull/129924,malfet,albanD,atalman,,
096eca2f9a5,skip,not user facing,[2/N] Replace exceptions with static_assert(false) in some templates  (#130116),aten/src/ATen/cuda/CUDABlas.cpp aten/src/ATen/native/cudnn/RNN.cpp aten/src/ATen/native/mkldnn/RNN.cpp,https://github.com/pytorch/pytorch/pull/130116,cyyever,eqy,ezyang,,
2f219f7d793,quantization,Untopiced,Enforce unused-{variable/function} checks to all torch targets (#130189),aten/src/ATen/native/quantized/cudnn/utils.h cmake/public/utils.cmake,https://github.com/pytorch/pytorch/pull/130189,cyyever,ezyang,,,
01ec03bac61,inductor,not user facing,[inductor] switch HalideCodeCache to new cpp_builder. (#130146),torch/_inductor/codecache.py torch/_inductor/cpp_builder.py,https://github.com/pytorch/pytorch/pull/130146,xuhancn,jansel,jgong5,,
3f50e197c47,skip,not user facing,[BE] annotate `torch.autograd.graph` (#129558),torch/_C/__init__.pyi.in torch/autograd/graph.py,https://github.com/pytorch/pytorch/pull/129558,XuehaiPan,soulitzer,,,
dfe3534134a,sparse_frontend,not user facing,[1/N] Fix NVCC warnings (#130191),aten/src/ATen/native/sparse/cuda/SparseMatMul.cu aten/src/ATen/native/transformers/cuda/mem_eff_attention/gemm/custom_mma_multistage.h aten/src/ATen/native/transformers/cuda/mem_eff_attention/gemm/custom_mma_pipelined.h,https://github.com/pytorch/pytorch/pull/130191,cyyever,Skylion007,,,
dc5f37193f8,skip,not user facing,[inductor] switch AotCodeCompiler to new cpp_builder (#130127),torch/_inductor/codecache.py torch/_inductor/cpp_builder.py,https://github.com/pytorch/pytorch/pull/130127,xuhancn,jansel,jgong5,,
3957b3b3497,skip,not user facing,[inductor] switch CppCodeCache to new cpp_builder. (#130132),torch/_inductor/codecache.py,https://github.com/pytorch/pytorch/pull/130132,xuhancn,jansel,jgong5,,
3d138af9436,inductor,not user facing,[Inductor] First implementation of the B2B-GEMM pass with tests (#129995),test/inductor/test_b2b_gemm.py torch/_inductor/config.py torch/_inductor/fx_passes/b2b_gemm.py torch/_inductor/fx_passes/post_grad.py,https://github.com/pytorch/pytorch/pull/129995,sdingcn,eellison,,,
9983242c8e7,inductor,Untopiced,[inductor] support adding a new inductor backend using PrivateUse1  (#129953),torch/_inductor/codegen/common.py,https://github.com/pytorch/pytorch/pull/129953,peaceorwell,jansel,,,
a3ce9eddd69,skip,not user facing,[BE][Easy] apply autofix for ruff rule unnecessary-literal-set (C405) and unnecessary-map (C417) (#130198),test/dynamo/test_repros.py third_party/generate-xnnpack-wrappers.py,https://github.com/pytorch/pytorch/pull/130198,XuehaiPan,Skylion007,,,
98929ceae38,skip,not user facing,[Inductor][CPP] Enable Local Buffer for Outer loop fusion (#126967),test/inductor/test_cpu_repro.py torch/_inductor/codegen/cpp.py torch/_inductor/codegen/cpp_template_kernel.py torch/_inductor/codegen/cpp_utils.py torch/_inductor/metrics.py torch/_inductor/virtualized.py,https://github.com/pytorch/pytorch/pull/126967,leslie-fang-intel,jgong5,peterbell10,,
f794cf59bd0,skip,not user facing,[Inductor][CPP] Support more than one LocalBuffer (#129121),test/inductor/test_cpu_repro.py torch/_inductor/codegen/cpp.py torch/_inductor/codegen/cpp_template_kernel.py torch/_inductor/codegen/cpp_utils.py,https://github.com/pytorch/pytorch/pull/129121,leslie-fang-intel,jgong5,peterbell10,,
1b57dce35fb,skip,Untopiced,"Revert ""[Inductor][CPP] Support more than one LocalBuffer (#129121)""",test/inductor/test_cpu_repro.py torch/_inductor/codegen/cpp.py torch/_inductor/codegen/cpp_template_kernel.py torch/_inductor/codegen/cpp_utils.py,,,,,,
e423224546a,skip,Untopiced,"Revert ""[Inductor][CPP] Enable Local Buffer for Outer loop fusion (#126967)""",test/inductor/test_cpu_repro.py torch/_inductor/codegen/cpp.py torch/_inductor/codegen/cpp_template_kernel.py torch/_inductor/codegen/cpp_utils.py torch/_inductor/metrics.py torch/_inductor/virtualized.py,,,,,,
0c44684901a,skip,not user facing,[Typo] Fix typo in DispatchKeyExtractor.h (#130221),aten/src/ATen/core/dispatch/DispatchKeyExtractor.h,https://github.com/pytorch/pytorch/pull/130221,nautsimon,Skylion007,,,
940e4477ab0,skip,Untopiced,[runtime asserts] deduplicate runtime asserts & CSE (#128599),test/dynamo/test_export.py test/dynamo/test_higher_order_ops.py test/dynamo/test_logging.py test/dynamo/test_misc.py test/dynamo/test_repros.py test/dynamo/test_subgraphs.py test/export/test_export.py test/export/test_passes.py test/onnx/onnx_test_common.py test/onnx/test_fx_to_onnx_with_onnxruntime.py torch/_dynamo/backends/cudagraphs.py torch/_export/serde/serialize.py torch/export/_trace.py torch/export/exported_program.py torch/export/unflatten.py torch/fx/passes/runtime_assert.py torch/onnx/_internal/exporter.py torch/utils/_sympy/interp.py torch/utils/_sympy/reference.py,https://github.com/pytorch/pytorch/pull/128599,pianpwk,ezyang,,,
d1b832e739d,inductor,not user facing,[inductor][mkl][inline-inbuilt-nn-modules] Change assertion (#130219),torch/_inductor/mkldnn_ir.py,https://github.com/pytorch/pytorch/pull/130219,anijain2305,leslie-fang-intel,,,
d0ad13fa42f,skip,Untopiced,[ROCm] Add int4 support (#129710),aten/src/ATen/native/cuda/int4mm.cu test/test_linalg.py torch/testing/_internal/common_cuda.py torch/utils/hipify/cuda_to_hip_mappings.py,https://github.com/pytorch/pytorch/pull/129710,jerrymannil,malfet,,,
c5c9dbece10,dynamo,not user facing,[dynamo][user-defined] Simplify and improve scope of UserDefinedObject var_getattr (#130169),test/dynamo/test_export.py test/dynamo_expected_failures/TestQuantizeFx.test_prepare_custom_config_set_standalone_module_class test/dynamo_expected_failures/TestSerialization.test_serialization_dill test/dynamo_expected_failures/TestTensorProtoSummary.test_half_tensor_proto_bfloat16_proto_type_14 test/dynamo_expected_failures/TestTensorProtoSummary.test_half_tensor_proto_float16_proto_type_19 test/functorch/test_control_flow.py test/test_tensorboard.py torch/_dynamo/utils.py torch/_dynamo/variables/builder.py torch/_dynamo/variables/user_defined.py,https://github.com/pytorch/pytorch/pull/130169,anijain2305,jansel,,,
31bb65de195,inductor,not user facing,[Inductor] Fix conditional codegen (#129492),test/inductor/test_control_flow.py torch/_inductor/codegen/wrapper.py,https://github.com/pytorch/pytorch/pull/129492,sijiac,aakhundov,,,
f053be2a97e,dynamo,not user facing,[dynamo] Graph break on random_ op (#130222),test/dynamo/test_repros.py torch/_dynamo/symbolic_convert.py,https://github.com/pytorch/pytorch/pull/130222,anijain2305,jansel,,,
